Pace Distance Frequency
5.51452825068459 12.2563526477439 2.30383899436516
4.67091048525636 11.9038390506985 2.19810856486655
4.64682675952065 11.7874262349041 2.35519523545578
4.77545253286223 12.2065922733162 2.01715030539867
4.97324933008211 12.1273763165168 2.43393288249026
4.56392612292014 11.7389268205 2.07438852993193
4.05205228364358 13.406810107515 2.53726902745504
4.72736050997371 13.3595045257884 1.97553272771505
4.70694075485689 12.349913347898 1.83835562598731
4.59072665888591 13.2153153102601 2.01947249495736
5.17019825334274 12.2825453050558 2.11479805513743
4.92541412377284 11.7932668218644 2.54190955640486
4.55137330657919 12.2822417805586 2.2628863532778
5.02597566056217 12.9876139824617 2.51615522093092
4.8498142881699 13.5925067804921 2.47014933034223
4.59571126706595 11.3250725347186 2.58670228264902
4.62568252351718 12.5622408369381 2.28889136033661
4.4067722604663 12.580162092421 2.31631967388675
5.33393472514097 12.4015246700443 2.20580661923015
4.79324895085244 12.9212378725546 2.33456184846979
4.61268650497696 12.894656484932 2.41846925786769
4.43900563571262 11.3297408063888 2.19833862440894
4.47386326352013 11.6650002050893 2.18055310547212
4.55084946085998 12.3731899647264 2.37475588415104
4.15156170906377 13.32712471251 2.36066376568289
3.74307750418509 11.2309650643211 2.15413851898062
3.63416578780095 11.8200326360663 2.53332067664229
5.21107095738973 12.8846410322714 2.415917993157
4.84640329873267 11.5731395354443 2.7429246908483
4.29578632744568 12.8951571066523 2.39296516358941
5.28465787931055 12.3701724541928 2.26183507504682
4.16990351601336 12.5736339041729 2.03658381708575
4.30498219071283 12.8314536012714 2.30581188652129
4.13208519420587 12.0108532301178 2.39824244618243
4.48715363821262 12.8575723005591 2.5078296831093
5.26425025653154 13.015669414113 2.84048267115649
4.98252493184974 13.2165843709375 2.55184798017429
5.4065616033704 13.1497181516264 2.41868939427911
4.72877776452844 12.2637866905672 2.35327349074499
5.15721666424834 12.0593038624562 2.54835276459816
4.96202998906834 12.0095845728224 1.96298493524432
3.99738518157662 14.0954494320556 2.44018160464723
4.05441019733674 12.872833004325 2.00127602384244
4.68990389025711 12.9059703416436 2.06743994045066
4.30496502666949 12.3425829589449 2.25633176664825
4.70228309812822 12.0709958080095 2.30676121023672
4.65304489743656 12.1122608767328 2.11208113912396
3.74548436369927 12.0913176489308 2.29617725212116
4.95763184946703 12.6128163221994 2.33475287504066
4.77359461627065 13.0287421712408 2.40147865125583
5.23707586452158 11.488941453065 2.23001997460312
4.53843795645718 11.6202626405475 1.88564777364945
4.98127241081082 11.2158977429661 2.50858270510024
4.30959293199079 12.0493756256162 2.22505337707845
3.74141783985604 12.6393373394033 2.02603763551152
4.63452422697533 11.7947674209935 1.8709968035722
4.04055496865602 12.4758240874808 2.17022868740273
4.69761194973934 12.3173564794036 2.36713783018798
3.90351130330462 12.2505330699844 1.83854301938141
4.07865398407152 13.3210763895896 2.35077535476494
4.51093011047397 11.6790782239264 2.48067716028901
4.47349152838077 13.351816535993 2.05926343288699
3.82056523672788 12.4525737998949 2.33647974443162
4.69217256793535 13.3184364905582 2.5707630787905
4.52545966699035 11.9346007885925 2.1122487966255
3.8229858284753 11.4067648442448 1.75625876921331
4.76903455608195 11.2679327987195 2.47926489722526
4.56647030902555 12.5303193453324 2.34495178003206
4.65812798437498 13.6263941950419 2.2271734859971
4.56349735899272 12.1445665647907 1.9741323194049
4.60717762766898 12.9618393993489 2.44638298625163
4.47135143450546 13.0444436379879 2.62834501921579
4.62693445101538 13.4439628405999 2.24075848657964
4.26351452762986 11.9234430642031 1.90018210456433
4.06017382296613 12.3110124323504 2.33113321445996
4.44893123258817 12.3862045238615 2.6690304678864
4.66057426670048 11.7209686215434 2.13759219525026
4.48780102700008 12.2110584387442 2.17202257562571
5.07977509995094 13.0566792489667 1.93893028908902
4.7632887557586 13.7874023058913 2.41357228502325
4.0710532868144 12.4514466275978 2.43832917791491
4.71814587542258 12.8890904995414 2.47127757632041
4.79525412629935 12.3946744486894 2.33040754630405
5.01807018177364 12.8336352336413 2.74164157573678
3.80637048815577 12.9562227430024 2.28025601168606
3.73038153850026 13.3100948837214 2.12524888045017
4.38554050974254 12.5419764900435 2.52484832091216
5.39918160121454 12.8134472531172 2.52295411304678
4.088812096652 12.4718488370359 2.39809000829377
4.44353048424466 12.8548444867223 2.56006569098047
4.18704091635143 13.0944898835651 2.43266765765136
4.89038227159796 11.9002987064992 2.54034984422818
4.58785373036141 12.9717051943158 2.21595479004891
4.42217519294585 13.0485709673519 2.30988237277769
4.73909643881996 13.4364701288912 2.34749248195341
5.57055981581133 11.901195857804 2.45917402293952
3.93015240667877 11.6670949005262 2.09836394652088
4.49280763427763 12.8071974316933 2.57871417748554
4.60977245941941 13.4884462409092 2.30689529385742
3.49115510034858 12.7301662527797 2.24165657996773
3.38267323698075 13.4462299466693 2.55704359826334
3.60133789604611 14.8923031424632 2.9110913631302
5.01286304552191 15.4008646126477 3.05564736322644
4.23519533600236 15.2861058493661 2.61176268556074
4.00255055028943 14.640904946941 2.87991967189043
4.58153105569186 14.3267237787932 2.84143600689119
3.66080928544764 15.1026309022895 2.61470910510386
4.75152519689731 14.7228294266895 2.80054984349771
4.75591290070423 14.4314251787822 2.94501083686931
5.09051128795082 15.2648850564644 2.67957324124288
4.04810002641414 16.0660857913971 3.03810757436548
5.43519739522721 15.5867238807314 3.27260629931069
3.50418744237286 16.7472885301804 2.75831820387547
4.3590929932282 15.4565637384378 2.90060280578911
4.0247499101403 15.7164277627429 2.68764975339802
4.89266634249417 14.0951566124438 2.64881228783645
4.23027282626023 14.8881279429824 2.77229179781548
4.5294892941027 14.8556216686276 2.68468204558995
4.46805937523469 15.4486117082133 2.86783182517504
4.13699224477235 15.4103795062899 3.10534689264331
3.72214552609884 15.5034752652736 2.66373992333303
4.53504957827284 14.1099406158673 2.49787511372725
5.06418991270783 15.3326377687009 2.62210670937696
4.29600380604341 15.7629801638522 2.99556415682013
3.67735516842547 14.9916073070643 2.60346365827224
4.43176324370451 14.6834007351347 2.93994250753742
4.61526044257217 16.1270275917415 2.90397467422556
4.54478397743982 14.9544652363654 2.5703629481434
4.41924237410619 14.6241892419896 2.94336563098423
5.33045902409358 14.6946650024674 3.00518540949782
4.12888549375289 14.9267279899807 2.76980319298258
4.11671628972357 15.258259300682 2.90294578158248
4.57444009323875 14.5486310297065 3.14153384444519
3.49828888427145 14.8447728763435 3.08784487520309
3.25633011873295 16.6338211154761 3.22612761205837
3.48800935700874 14.6600206186603 2.67551624173447
4.3182000134353 14.6527882862251 2.93675517491015
4.70072637465048 14.8412722184544 2.94802679767083
4.68234727714838 14.8956626509679 3.06182211518686
4.57452085434903 15.2073971133226 2.52334879342008
4.04725037787943 13.8707739864346 2.54539166335939
4.054062958933 14.3210347832251 3.0190043860337
4.98968940572418 14.4445267137774 2.37940777527224
3.52211680804111 15.4655799341368 3.00517711196623
4.63314515513161 14.5708822915921 2.67636095496787
3.97085149849109 13.9872747321851 2.92077054973703
4.43878550669894 15.2591263114982 2.93358038085538
3.7777526192968 14.4153672300617 2.57256339310881
4.23214939344494 15.3114622583707 2.91482223582694
4.82157393497897 15.583059972162 2.76602292936644
4.9643123225756 14.4546657961285 2.68925663705657
4.17108690090403 15.5414235417535 2.53312073339992
4.05300081800598 15.7593839715668 2.83334990083252
4.30748293152449 14.640000678553 2.84879372562988
3.52798345207527 13.9045493720485 2.47426599924797
4.47075352546046 14.8723853538816 2.7600941128975
4.06751711307745 15.2825515981855 3.11862860178513
4.4355291505788 14.9417198082373 2.77243164272152
3.30885310478374 16.1943349938942 2.912268641342
3.75795744295709 14.8615628774442 2.90351609068232
4.95538098086621 15.7505802018314 3.05847466346727
4.82783715840924 14.0982849177165 2.79877411530611
4.06373729576152 14.7092420989452 2.76059540829588
4.0982187562847 14.6583913031575 2.91672189059631
4.32295138852324 13.9116042979968 2.72383632942148
3.88920934690368 14.7293531631748 2.75031539167075
4.60862010375013 14.4314296423231 2.84817146218413
3.62583366304217 14.1001138313924 2.52898233403694
4.12417550311062 14.5318796167093 3.03612860258645
4.04089362170877 15.0457515006193 3.26533173961064
4.69601365797298 14.1513632639254 2.58052485407059
3.61818408319932 14.041714360673 2.99448195811895
4.12317016724339 15.1897788606218 2.90995478510581
4.67766251434603 15.0505496558314 2.95745164865047
3.54383687085982 13.7593149291448 2.53407533513073
4.42627569570314 14.8190343854786 2.86377693187672
3.96728801026535 14.0162432545039 2.8212893671523
4.01185090720548 14.6860800083391 2.70469670194454
4.03671309004647 15.0454598218717 2.73876946489835
4.40789499578939 14.7740343029939 2.58504856631174
4.19878232143202 14.357188262979 2.86544496171105
3.89608799128711 14.653020326996 2.82724599269597
4.71814852607282 13.8983309061761 3.23186678168922
4.52907705980223 14.3279448047266 2.84601067878886
4.03507463296131 14.2922523374639 2.86688702847748
4.07723381283044 14.8305878375806 2.94310284070344
3.73800017910045 16.1088463299018 2.87936841835202
3.7014180732604 15.3117171077224 2.76239993916312
4.16466326322596 15.1846886501953 2.63041555791446
4.0754274033357 15.2221264265946 3.0681687918182
4.26645671308793 15.9257960510993 2.6380426798578
4.61553939494287 16.5633045842453 3.22394712035111
4.23046914689313 15.4211889992979 3.04755616821451
5.35360382861967 15.9646151233056 3.09874483151398
4.23981336061278 15.0873188306391 2.69480756164147
4.40195137276166 15.2333896949691 2.50436332029733
3.88472053817885 14.3953737432235 2.95655936503325
3.85959076523368 15.3626916523968 2.85908062283944
4.14655921134078 15.0144301104988 2.75856119971145
4.695230855773 15.6358389006191 2.53868665218705
5.48648827436074 10.9934572946734 1.53366947120674
5.5101594809363 10.2650724363277 1.58563726401905
5.54391340679386 10.4659659876102 1.40876966359218
5.59822706865426 10.2816734464639 1.499816604571
4.34929482399979 10.1356594130771 1.1090972747114
4.36378200940985 10.958941881539 1.28127256728364
4.86313434072818 10.9260308077472 1.21744613671361
4.95159589343932 9.88105759511514 0.867799030348053
5.73437900373642 9.74918656890296 1.1750901641791
5.54992927982762 10.102677139672 0.938053880663338
6.03180076895815 9.52257108009338 0.885526007654028
5.99714575753445 9.25250799313969 1.34113122815166
5.44347711771892 10.5342725392203 1.37047741615024
4.35778410751289 10.8054539620161 1.25067666282426
5.09548426959734 9.74756508496747 1.29043992554389
4.32055225742375 10.2282639010053 0.876125524016668
5.47210291260288 10.389883029184 1.17270149200668
4.29654560260579 10.1488588253064 1.1735693002831
5.05630894649463 9.55314914980093 0.997135599099867
5.4765078015489 10.406270731141 1.04553220696576
5.39246288877669 10.3430010224265 1.27698226534096
5.06583074845618 11.2810432827609 0.959690580785178
4.61799641872933 10.2684137968795 1.4341664611769
4.51411601694385 9.18027526469172 0.944562808145671
5.54386460115621 9.98757643473824 1.05424796673651
4.87596728144008 9.55779008804508 1.09818628180124
4.52385106118684 9.63798708588746 1.00170607986193
4.31126481848999 9.23417056373207 0.812001779021401
5.18375935155179 10.0465678335244 0.990690431926599
4.53003664184235 10.041084752569 1.02403065744692
5.39346426810921 11.4395437362973 0.975832076309301
4.81063920083035 10.3650459225112 1.20320891180512
4.62640208630016 10.3212680850212 1.20385590192136
4.90291829896094 9.82950910912904 1.02845595214746
4.70869681129751 10.2603356852112 1.34324761002301
5.02307448517679 10.3362631749178 1.02960943116831
5.46156351145301 10.8744569846022 1.50906509359427
5.6467676405228 10.0626400269469 1.33261419235256
5.0529556767105 10.3096355819692 0.977794828389664
4.76594855729667 10.701846187464 1.56000290651033
5.91982582813325 10.886896465344 1.22265740716652
4.91533427394311 10.2990824034157 0.860556564053883
5.09311111422833 9.48717659383883 1.19746565878793
4.6384778334258 9.72807203689934 1.00328921895684
4.95283260466751 9.58535035324652 1.33413333360624
4.63362284678261 9.37580019171624 0.948142140494557
4.61417942467327 10.0153233960559 0.808990207223436
4.05822620712119 9.71261103974014 0.93584985666506
5.90473616050405 10.002209939812 1.17159638625816
5.91977966526633 10.346439120502 1.03245022828286
4.7715441963939 10.0629139271049 1.13677007826708
4.26657044251358 8.91238493306884 1.3272219180353
4.73506333002107 9.83291640647968 1.15723372182128
5.85947990890571 9.89078085168602 1.11704630852244
4.37739212650778 10.3398286593259 1.1651064585537
5.17276926170001 10.0482701427356 0.739824515247972
4.51799503356819 10.6775423427852 0.946658803490518
5.97463434189028 11.4843384199946 0.967542215290454
5.3696168530718 10.0756325518045 1.03423604559256
5.14686925375738 10.4311556133938 1.32253485790056
4.56986888754379 10.8318149705829 1.05300783877553
4.33188399282207 10.2627901286521 0.941873887989654
